"Name","Location","Function Signature","Function Size"
"runtime.memclrNoHeapPointers","0045d790","undefined runtime.memclrNoHeapPointers(undefined[16] * param_1\, uint param_2)","438"
"runtime.memmove","0045d960","undefined runtime.memmove(undefined4 * param_1\, undefined4 * param_2\, uint param_3)","401"
"runtime.asyncPreempt","0045db00","undefined8 runtime.asyncPreempt(undefined4 param_1\, undefined4 param_2)","160"
"_rt0_386_windows","0045dba0","thunk undefined _rt0_386_windows(void)","5"
"sigtramp","0045dbb0","undefined4 sigtramp(undefined4 * param_1)","166"
"tstart","0045dc60","undefined tstart(int * * param_1)","60"
"runtime.asmstdcall","0045dca0","undefined runtime.asmstdcall(undefined * * param_1)","60"
"runtime.badsignal2","0045dce0","undefined runtime.badsignal2(void)","79"
"runtime.getlasterror","0045dd30","undefined runtime.getlasterror(undefined4 param_1)","12"
"runtime.exceptiontramp","0045dd40","undefined runtime.exceptiontramp(undefined4 * param_1)","10"
"runtime.lastcontinuetramp","0045dd50","undefined runtime.lastcontinuetramp(undefined4 * param_1)","10"
"runtime.callbackasm1","0045dd60","undefined4 runtime.callbackasm1(undefined4 param_1\, undefined1 param_2)","105"
"runtime.tstart_stdcall","0045ddd0","undefined4 runtime.tstart_stdcall(int * * param_1)","23"
"runtime.setldt","0045ddf0","undefined runtime.setldt(undefined4 param_1\, undefined4 param_2)","12"
"runtime.usleep2","0045de00","undefined runtime.usleep2(undefined4 param_1)","58"
"runtime.usleep2HighRes","0045de40","undefined runtime.usleep2HighRes(undefined4 param_1)","139"
"runtime.switchtothread","0045ded0","undefined runtime.switchtothread(void)","13"
"runtime.nanotime1","0045dee0","undefined runtime.nanotime1(undefined4 param_1\, undefined4 param_2)","57"
"time.now","0045df20","undefined time.now(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5)","161"
"runtime._mul64by32","0045dfd0","undefined runtime._mul64by32(undefined4 * param_1\, uint param_2\, int param_3\, uint param_4)","39"
"runtime._div64by32","0045e000","undefined runtime._div64by32(ulonglong param_1\, uint param_2\, undefined4 * param_3)","23"
"runtime.(*lockRank).String","0045e020","undefined runtime.(*lockRank).String(int param_1\, undefined4 param_2\, undefined4 param_3)","1"
"runtime.(*waitReason).String","0045e0c0","undefined runtime.(*waitReason).String(int param_1\, undefined4 param_2\, undefined4 param_3)","1"
"runtime.(*errorString).Error","0045e130","undefined runtime.(*errorString).Error(undefined4 * param_1\, undefined4 param_2\, undefined4 param_3)","1"
"runtime.(*errorAddressString).Error","0045e1b0","undefined runtime.(*errorAddressString).Error(undefined4 * param_1\, undefined4 param_2\, undefined4 param_3)","1"
"runtime.(*plainError).Error","0045e230","undefined runtime.(*plainError).Error(int param_1\, undefined4 param_2\, undefined4 param_3)","1"
"runtime.(*boundsError).Error","0045e280","undefined runtime.(*boundsError).Error(undefined4 * param_1\, undefined4 param_2\, undefined4 param_3)","1"
"runtime.(*itabTableType).add-fm","0045e300","undefined runtime.(*itabTableType).add-fm(undefined4 param_1\, int param_2\, int * param_3)","70"
"type:.eq.runtime._func","0045e350","undefined type:.eq.runtime._func(int param_1\, int param_2)","82"
"type:.eq.runtime.itab","0045e3b0","undefined type:.eq.runtime.itab(int * param_1\, int * param_2)","75"
"type:.eq.runtime.modulehash","0045e400","undefined type:.eq.runtime.modulehash(int * param_1\, int * param_2)","142"
"type:.eq.runtime.Frame","0045e490","undefined type:.eq.runtime.Frame(int * param_1\, int * param_2)","205"
"type:.eq.[...]runtime.Frame","0045e560","undefined type:.eq.[...]runtime.Frame(int param_1\, int param_2)","103"
"type:.eq.runtime.TypeAssertionError","0045e5d0","undefined type:.eq.runtime.TypeAssertionError(int * param_1\, int * param_2)","105"
"type:.eq.runtime._panic","0045e640","undefined type:.eq.runtime._panic(int * param_1\, int * param_2)","160"
"type:.eq.runtime.mSpanList","0045e6e0","undefined type:.eq.runtime.mSpanList(int * param_1\, int * param_2)","59"
"type:.eq.runtime.gcBits","0045e720","undefined type:.eq.runtime.gcBits(undefined4 param_1\, undefined4 param_2\, undefined1 param_3)","46"
"type:.eq.runtime.special","0045e750","undefined type:.eq.runtime.special(int * param_1\, int * param_2)","70"
"type:.eq.runtime.mspan","0045e7a0","undefined type:.eq.runtime.mspan(int param_1\, int param_2)","69"
"type:.eq.runtime.boundsError","0045e7f0","undefined type:.eq.runtime.boundsError(int * param_1\, int * param_2)","93"
"type:.eq.runtime.mcache","0045e850","undefined type:.eq.runtime.mcache(int param_1\, int param_2)","69"
"type:.eq.runtime.hchan","0045e8a0","undefined type:.eq.runtime.hchan(int * param_1\, int * param_2)","111"
"type:.eq.runtime.sudog","0045e910","undefined type:.eq.runtime.sudog(int param_1\, int param_2)","105"
"type:.eq.runtime.notInHeap","0045e980","undefined type:.eq.runtime.notInHeap(undefined param_1\, undefined param_2\, undefined1 param_3)","31"
"type:.eq.runtime.limiterEvent","0045e9a0","undefined type:.eq.runtime.limiterEvent(undefined4 param_1\, undefined4 param_2\, undefined1 param_3)","56"
"type:.eq.runtime.workbuf","0045e9e0","undefined type:.eq.runtime.workbuf(int param_1\, int param_2)","69"
"type:.eq.runtime.gcWork","0045ea30","undefined type:.eq.runtime.gcWork(int param_1\, int param_2)","69"
"type:.eq.runtime.errorAddressString","0045ea80","undefined type:.eq.runtime.errorAddressString(int * param_1\, int * param_2)","89"
"type:.eq.runtime.piController","0045eae0","undefined type:.eq.runtime.piController(double * param_1\, double * param_2)","176"
"type:.eq.runtime.winCallbackKey","0045eb90","undefined type:.eq.runtime.winCallbackKey(int * param_1\, int * param_2)","60"
"type:.hash.runtime.winCallbackKey","0045ebd0","undefined type:.hash.runtime.winCallbackKey(undefined4 param_1\, uint param_2)","68"
"runtime.callbackasm","0045ec20","undefined runtime.callbackasm(int * param_1\, int param_2\, int param_3)","10000"
"sync/atomic.CompareAndSwapInt32","00461330","thunk int sync/atomic.CompareAndSwapInt32(int * param_1\, int param_2\, int param_3)","5"
"sync/atomic.CompareAndSwapUintptr","00461340","thunk int sync/atomic.CompareAndSwapUintptr(int * param_1\, int param_2\, int param_3)","5"
"sync/atomic.CompareAndSwapUint64","00461350","thunk undefined8 sync/atomic.CompareAndSwapUint64(longlong * param_1\, undefined4 param_2\, undefined4 param_3\, longlong param_4)","5"
"sync/atomic.AddInt32","00461360","thunk undefined sync/atomic.AddInt32(int * param_1\, int param_2)","5"
"sync/atomic.AddUint64","00461370","thunk undefined sync/atomic.AddUint64(longlong * param_1\, uint param_2\, int param_3)","5"
"sync/atomic.LoadUint32","00461380","thunk undefined sync/atomic.LoadUint32(undefined4 param_1\, undefined4 param_2)","5"
"sync/atomic.LoadUint64","00461390","thunk undefined sync/atomic.LoadUint64(uint param_1)","5"
"sync/atomic.LoadUintptr","004613a0","thunk undefined sync/atomic.LoadUintptr(undefined4 param_1\, undefined4 param_2)","5"
"sync/atomic.LoadPointer","004613b0","thunk undefined sync/atomic.LoadPointer(undefined4 param_1\, undefined4 param_2)","5"
"sync/atomic.StoreUint32","004613c0","thunk undefined4 sync/atomic.StoreUint32(undefined4 * param_1\, undefined4 param_2)","5"
"sync/atomic.StoreUintptr","004613d0","thunk undefined4 sync/atomic.StoreUintptr(undefined4 * param_1\, undefined4 param_2)","5"
"internal/reflectlite.name.name","004613e0","undefined internal/reflectlite.name.name(int param_1)","195"
"internal/reflectlite.Kind.String","004614b0","undefined internal/reflectlite.Kind.String(uint param_1)","1"
"internal/reflectlite.(*rtype).String","00461520","undefined internal/reflectlite.(*rtype).String(undefined * param_1)","140"
"internal/reflectlite.(*rtype).Elem","004615b0","undefined internal/reflectlite.(*rtype).Elem(int param_1)","260"
"internal/reflectlite.(*rtype).Len","004616c0","undefined internal/reflectlite.(*rtype).Len(int param_1)","1"
"type:.eq.internal/reflectlite.uncommonType","00461710","undefined type:.eq.internal/reflectlite.uncommonType(int * param_1\, int * param_2)","79"
"internal/reflectlite.(*Kind).String","00461760","undefined internal/reflectlite.(*Kind).String(uint * param_1\, undefined4 param_2\, undefined4 param_3)","1"
"errors.(*errorString).Error","004617e0","undefined errors.(*errorString).Error(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","43"
"errors.init","00461810","undefined errors.init(void)","1"
"math/bits.Mul64","00461890","undefined math/bits.Mul64(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6\, undefined4 param_7\, undefined4 param_8)","173"
"sort.Stable","00461940","undefined sort.Stable(int param_1\, undefined4 param_2)","76"
"sort.insertionSort","00461990","undefined sort.insertionSort(int param_1\, undefined4 param_2\, int param_3\, int param_4)","207"
"sort.stable","00461a60","undefined sort.stable(int param_1\, undefined4 param_2\, uint param_3)","279"
"sort.symMerge","00461b80","undefined sort.symMerge(int param_1\, undefined4 param_2\, int param_3\, uint param_4\, uint param_5)","639"
"sort.rotate","00461e00","undefined sort.rotate(int param_1\, undefined4 param_2\, int param_3\, int param_4\, int param_5)","349"
"unicode/utf8.DecodeRune","00461f60","undefined unicode/utf8.DecodeRune(byte * param_1\, uint param_2)","459"
"unicode/utf8.DecodeRuneInString","00462130","undefined unicode/utf8.DecodeRuneInString(byte * param_1\, uint param_2)","459"
"unicode/utf8.EncodeRune","00462300","undefined unicode/utf8.EncodeRune(byte * param_1\, uint param_2\, undefined4 param_3\, uint param_4)","341"
"unicode/utf8.appendRuneNonASCII","00462460","uint unicode/utf8.appendRuneNonASCII(undefined4 * param_1\, int param_2\, char * param_3\, uint param_4)","487"
"unicode/utf8.RuneCount","00462650","undefined unicode/utf8.RuneCount(int param_1\, uint param_2)","324"
"unicode/utf8.RuneCountInString","004627a0","undefined unicode/utf8.RuneCountInString(int param_1\, uint param_2)","324"
"strconv.(*decimal).Assign","004628f0","undefined strconv.(*decimal).Assign(int param_1\, uint param_2\, uint param_3)","438"
"strconv.rightShift","00462ab0","undefined strconv.rightShift(int param_1\, uint param_2)","472"
"strconv.leftShift","00462c90","undefined strconv.leftShift(int param_1\, uint param_2)","519"
"strconv.(*decimal).Shift","00462ea0","undefined strconv.(*decimal).Shift(int param_1\, uint param_2)","165"
"strconv.(*decimal).Round","00462f50","uint strconv.(*decimal).Round(int param_1\, uint param_2)","301"
"strconv.genericFtoa","00463080","undefined strconv.genericFtoa(undefined4 * param_1\, undefined4 * param_2\, undefined4 * param_3\, double param_4\, byte param_5\, int * param_6\, int param_7)","2197"
"strconv.bigFtoa","00463920","undefined strconv.bigFtoa(undefined4 * param_1\, char * param_2\, char * param_3\, uint param_4\, undefined4 param_5\, uint param_6\, uint param_7\, uint param_8\, uint * param_9)","832"
"strconv.formatDigits","00463c60","undefined strconv.formatDigits(undefined4 * param_1\, char * param_2\, char * param_3\, undefined4 param_4)","622"
"strconv.roundShortest","00463ed0","undefined strconv.roundShortest(undefined * param_1\, uint param_2\, uint param_3\, int param_4\, uint * param_5)","1341"
"strconv.fmtE","00464410","undefined strconv.fmtE(undefined4 * param_1\, char * param_2\, char * param_3\, char param_4\, char * param_5\, int param_6\, uint param_7\, uint param_8\, int param_9\, int param_10\, char param_11)","1159"
"strconv.fmtF","004648a0","undefined strconv.fmtF(undefined4 * param_1\, char * param_2\, char * param_3\, char param_4\, undefined4 * param_5\, uint param_6\, uint param_7\, uint param_8\, uint param_9\, int param_10)","679"
"strconv.fmtB","00464b50","undefined strconv.fmtB(undefined4 * param_1\, undefined4 * param_2\, undefined4 * param_3\, char param_4\, undefined4 * param_5\, undefined4 * param_6\, int param_7\, int * param_8)","421"
"strconv.fmtX","00464d00","int strconv.fmtX(undefined4 * param_1\, char * param_2\, char * param_3\, uint param_4\, undefined4 param_5\, uint param_6\, int param_7\, int param_8\, int * param_9)","2293"
"strconv.ryuFtoaFixed32","00465600","undefined strconv.ryuFtoaFixed32(int * param_1\, uint param_2\, int param_3\, int * param_4)","887"
"strconv.ryuFtoaFixed64","00465980","undefined strconv.ryuFtoaFixed64(int * param_1\, uint param_2\, uint param_3\, int param_4\, int * param_5)","1610"
"strconv.formatDecimal","00465fd0","undefined strconv.formatDecimal(int * param_1\, int * param_2\, uint param_3\, undefined4 param_4\, int * param_5)","1548"
"strconv.ryuFtoaShortest","004665e0","undefined strconv.ryuFtoaShortest(char * * param_1\, uint param_2\, uint param_3\, int param_4\, uint * param_5)","3407"
"strconv.ryuDigits","00467330","undefined strconv.ryuDigits(char * * param_1)","705"
"strconv.ryuDigits32","00467600","undefined strconv.ryuDigits32(int * param_1\, uint param_2\, uint param_3\, uint param_4\, undefined4 param_5\, int param_6)","576"
"strconv.mult64bitPow10","00467840","undefined strconv.mult64bitPow10(undefined4 param_1\, undefined4 param_2\, int param_3)","260"
"strconv.mult128bitPow10","00467950","undefined strconv.mult128bitPow10(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6\, undefined4 param_7\, undefined1 param_8)","457"
"strconv.divmod1e9","00467b20","undefined strconv.divmod1e9(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","118"
"strconv.FormatInt","00467ba0","undefined strconv.FormatInt(undefined4 * param_1\, undefined4 * param_2\, undefined4 * param_3)","1"
"strconv.formatBits","00467cd0","undefined strconv.formatBits(undefined4 * param_1\, int param_2\, char * param_3\, undefined4 * param_4\, undefined4 * param_5\, undefined4 * param_6\, undefined4 param_7)","1868"
"strconv.appendQuotedWith","00468420","undefined strconv.appendQuotedWith(undefined4 * param_1\, undefined4 * param_2\, undefined4 * param_3\, byte * param_4\, undefined4 * param_5\, uint param_6)","820"
"strconv.appendQuotedRuneWith","00468760","undefined strconv.appendQuotedRuneWith(undefined4 * param_1\, int param_2\, char * param_3\, uint param_4\, uint param_5)","281"
"strconv.appendEscapedRune","00468880","undefined strconv.appendEscapedRune(undefined4 * param_1\, int param_2\, char * param_3\, uint param_4\, uint param_5)","2256"
"strconv.CanBackquote","00469150","undefined strconv.CanBackquote(byte * param_1\, uint param_2)","197"
"strconv.IsPrint","00469220","undefined strconv.IsPrint(uint param_1)","673"
"strconv.init","004694d0","undefined strconv.init(void)","1"
"sync.(*Map).loadReadOnly","00469590","undefined sync.(*Map).loadReadOnly(undefined4 param_1\, undefined4 param_2\, undefined1 param_3)","88"
"sync.(*Map).Load","004695f0","undefined sync.(*Map).Load(uint * param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined param_6)","359"
"sync.(*entry).load","00469760","undefined sync.(*entry).load(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined1 param_4)","105"
"sync.(*Map).LoadOrStore","004697d0","undefined sync.(*Map).LoadOrStore(uint * param_1\, undefined4 param_2\, undefined4 param_3\, int * param_4\, int * param_5\, undefined4 param_6\, undefined4 param_7\, undefined param_8)","839"
"sync.(*entry).tryLoadOrStore","00469b20","undefined sync.(*entry).tryLoadOrStore(int * param_1\, undefined4 param_2\, undefined4 param_3)","344"
"sync.(*Map).missLocked","00469c80","undefined sync.(*Map).missLocked(int param_1)","178"
"sync.(*Map).dirtyLocked","00469d40","undefined sync.(*Map).dirtyLocked(int param_1)","318"
"sync.(*entry).tryExpungeLocked","00469e80","undefined sync.(*entry).tryExpungeLocked(int * param_1)","137"
"sync.(*Mutex).Lock","00469f10","undefined sync.(*Mutex).Lock(uint * param_1)","87"
"sync.(*Mutex).lockSlow","00469f70","undefined sync.(*Mutex).lockSlow(uint * param_1\, undefined4 param_2\, uint * param_3)","799"
"sync.(*Mutex).Unlock","0046a290","undefined sync.(*Mutex).Unlock(uint * param_1)","78"
"sync.(*Mutex).unlockSlow","0046a2e0","undefined sync.(*Mutex).unlockSlow(uint * param_1\, uint param_2)","215"
"sync.(*Once).Do","0046a3c0","undefined sync.(*Once).Do(int * param_1\, undefined * * param_2)","74"
"sync.(*Once).doSlow","0046a410","undefined sync.(*Once).doSlow(int * param_1\, undefined * * param_2)","247"
"sync.(*Once).doSlow.func2","0046a510","undefined sync.(*Once).doSlow.func2(undefined4 param_1\, int param_2\, undefined1 param_3)","70"
"sync.(*Once).doSlow.func1","0046a560","undefined sync.(*Once).doSlow.func1(undefined4 param_1\, int param_2\, undefined1 param_3)","62"
"sync.(*Pool).Put","0046a5a0","undefined sync.(*Pool).Put(int * param_1\, longlong * param_2\, longlong * param_3)","140"
"sync.(*Pool).Get","0046a630","undefined sync.(*Pool).Get(int * param_1)","233"
"sync.(*Pool).getSlow","0046a720","undefined sync.(*Pool).getSlow(int * param_1\, uint param_2)","461"
"sync.(*Pool).pin","0046a8f0","undefined sync.(*Pool).pin(int * param_1)","120"
"sync.(*Pool).pinSlow","0046a970","undefined sync.(*Pool).pinSlow(int * param_1)","522"
"sync.(*Pool).pinSlow.func1","0046ab80","undefined sync.(*Pool).pinSlow.func1(undefined4 param_1\, int param_2\, undefined1 param_3)","62"
"sync.poolCleanup","0046abc0","undefined sync.poolCleanup(void)","328"
"sync.init.0","0046ad10","undefined sync.init.0(void)","46"
"sync.(*poolDequeue).pushHead","0046ad40","undefined sync.(*poolDequeue).pushHead(longlong * param_1\, undefined * param_2\, undefined4 param_3)","245"
"sync.(*poolDequeue).popHead","0046ae40","undefined sync.(*poolDequeue).popHead(longlong * param_1)","314"
"sync.(*poolDequeue).popTail","0046af80","undefined sync.(*poolDequeue).popTail(longlong * param_1)","334"
"sync.(*poolChain).pushHead","0046b0d0","undefined sync.(*poolChain).pushHead(longlong * * param_1\, longlong * param_2\, undefined4 param_3)","445"
"sync.(*poolChain).popHead","0046b290","undefined sync.(*poolChain).popHead(longlong * * param_1)","132"
"sync.(*poolChain).popTail","0046b320","undefined sync.(*poolChain).popTail(int param_1)","254"
"sync.init.1","0046b420","undefined sync.init.1(void)","44"
"sync.init","0046b450","undefined sync.init(void)","81"
"type:.eq.sync/atomic.Pointer[...]","0046b4b0","undefined type:.eq.sync/atomic.Pointer[...](undefined4 param_1\, undefined4 param_2\, undefined1 param_3)","45"
"type:.eq.sync.entry","0046b4e0","undefined type:.eq.sync.entry(undefined4 param_1\, undefined4 param_2\, undefined1 param_3)","45"
"type:.eq.sync.poolLocalInternal","0046b510","undefined type:.eq.sync.poolLocalInternal(undefined4 * param_1\, undefined4 * param_2)","114"
"type:.eq.sync.poolLocal","0046b590","undefined type:.eq.sync.poolLocal(undefined4 * param_1\, undefined4 * param_2)","143"
"unicode.init","0046b620","undefined unicode.init(void)","1"
"internal/itoa.Itoa","0046fa90","undefined internal/itoa.Itoa(uint param_1)","461"
"reflect.(*abiSeq).addArg","0046fc60","undefined reflect.(*abiSeq).addArg(undefined4 * param_1\, int * param_2)","518"
"reflect.(*abiSeq).addRcvr","0046fe70","undefined reflect.(*abiSeq).addRcvr(undefined4 * param_1\, int param_2)","504"
"reflect.(*abiSeq).regAssign","00470070","undefined reflect.(*abiSeq).regAssign(undefined4 * param_1\, uint * param_2\, int param_3)","1671"
"reflect.(*abiSeq).assignIntN","00470700","int reflect.(*abiSeq).assignIntN(undefined4 * param_1\, undefined4 param_2\, int param_3\, uint param_4\, char param_5)","450"
"reflect.newAbiDesc","004708d0","undefined reflect.newAbiDesc(int param_1\, int param_2\, undefined1 param_3)","1679"
"reflect.intFromReg","00470f60","undefined reflect.intFromReg(undefined4 param_1\, undefined4 param_2\, uint param_3)","90"
"reflect.intToReg","00470fc0","undefined reflect.intToReg(undefined4 param_1\, undefined4 param_2\, uint param_3)","90"
"reflect.makeMethodValue","00471020","undefined reflect.makeMethodValue(undefined4 param_1\, undefined4 param_2\, undefined * param_3\, int * param_4\, uint param_5)","533"
"reflect.name.name","00471240","undefined reflect.name.name(int param_1)","195"
"reflect.name.tag","00471310","undefined reflect.name.tag(byte * param_1)","290"
"reflect.newName","00471440","undefined reflect.newName(undefined4 * param_1\, uint param_2\, undefined4 * param_3\, uint param_4\, undefined4 param_5)","992"
"reflect.Kind.String","00471820","undefined reflect.Kind.String(uint param_1)","1"
"reflect.(*rtype).String","004718c0","undefined reflect.(*rtype).String(undefined * param_1)","140"
"reflect.(*rtype).Kind","00471950","undefined reflect.(*rtype).Kind(undefined4 param_1\, undefined4 param_2)","41"
"reflect.(*rtype).exportedMethods","00471980","undefined reflect.(*rtype).exportedMethods(int param_1)","237"
"reflect.(*rtype).NumMethod","00471a70","undefined reflect.(*rtype).NumMethod(int param_1)","75"
"reflect.(*rtype).Elem","00471ac0","undefined reflect.(*rtype).Elem(undefined * param_1)","332"
"reflect.(*rtype).Field","00471c10","undefined reflect.(*rtype).Field(undefined * param_1\, int param_2\, undefined1 param_3)","205"
"reflect.(*rtype).Len","00471ce0","undefined reflect.(*rtype).Len(undefined * param_1)","155"
"reflect.ChanDir.String","00471d80","undefined reflect.ChanDir.String(int param_1)","1"
"reflect.(*structType).Field","00471e50","undefined reflect.(*structType).Field(int param_1\, int param_2\, undefined1 param_3)","334"
"reflect.funcLayout","00471fa0","undefined reflect.funcLayout(undefined * param_1\, uint * param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, int param_6)","1549"
"reflect.funcLayout.func1","004725b0","undefined reflect.funcLayout.func1(undefined4 param_1\, int param_2\, undefined4 param_3\, undefined4 param_4)","61"
"reflect.addTypeBits","004725f0","undefined reflect.addTypeBits(uint * param_1\, uint param_2\, int param_3)","1237"
"reflect.packEface","00472ad0","undefined reflect.packEface(uint * * param_1\, undefined4 * param_2\, uint param_3)","217"
"reflect.(*ValueError).Error","00472bb0","undefined reflect.(*ValueError).Error(undefined4 * param_1)","1"
"reflect.valueMethodName","00472d00","undefined reflect.valueMethodName(void)","477"
"reflect.Value.panicNotBool","00472ee0","undefined reflect.Value.panicNotBool(undefined4 param_1\, undefined4 param_2\, uint param_3)","148"
"reflect.Value.bytesSlow","00472f80","undefined reflect.Value.bytesSlow(undefined * * param_1\, undefined4 param_2\, uint param_3\, undefined4 param_4\, int param_5\, int param_6\, uint param_7)","362"
"reflect.methodReceiver","004730f0","undefined reflect.methodReceiver(undefined4 param_1\, undefined4 param_2\, undefined * param_3\, int * param_4\, undefined4 param_5\, byte * param_6)","776"
"reflect.callMethod","00473400","undefined reflect.callMethod(int param_1\, uint param_2)","2709"
"reflect.Value.Elem","00473ea0","undefined reflect.Value.Elem(int param_1\, undefined4 * param_2\, uint param_3)","425"
"reflect.Value.Field","00474050","undefined reflect.Value.Field(int param_1\, undefined4 param_2\, uint param_3\, uint param_4)","229"
"reflect.Value.Index","00474140","undefined reflect.Value.Index(int param_1\, int param_2\, uint param_3\, uint param_4)","418"
"reflect.valueInterface","004742f0","undefined reflect.valueInterface(uint * * param_1\, int * param_2\, uint param_3\, char param_4)","346"
"reflect.Value.Kind","00474450","undefined reflect.Value.Kind(void)","1"
"reflect.Value.Len","00474480","undefined reflect.Value.Len(undefined * * param_1\, undefined4 * param_2\, undefined * param_3)","1"
"reflect.Value.lenNonSlice","004744e0","undefined reflect.Value.lenNonSlice(undefined * * param_1\, undefined4 * param_2\, undefined * param_3\, undefined4 param_4\, undefined * param_5)","446"
"reflect.(*MapIter).Key","004746a0","undefined reflect.(*MapIter).Key(int * param_1)","196"
"reflect.(*MapIter).Value","00474770","undefined reflect.(*MapIter).Value(int * param_1)","196"
"reflect.(*MapIter).Next","00474840","undefined reflect.(*MapIter).Next(int * * param_1)","239"
"reflect.flag.panicNotMap","00474930","undefined reflect.flag.panicNotMap(uint param_1)","148"
"reflect.copyVal","004749d0","undefined reflect.copyVal(uint * * param_1\, undefined4 param_2\, undefined4 * param_3)","139"
"reflect.Value.NumMethod","00474a60","undefined reflect.Value.NumMethod(int param_1\, undefined4 param_2\, uint param_3)","142"
"reflect.Value.NumField","00474af0","undefined reflect.Value.NumField(undefined4 param_1\, undefined4 param_2\, uint param_3)","163"
"reflect.Value.Pointer","00474ba0","undefined reflect.Value.Pointer(int * param_1\, undefined4 param_2\, uint param_3)","425"
"reflect.Value.Slice","00474d50","undefined reflect.Value.Slice(int param_1\, int * * param_2\, uint param_3\, int * param_4\, int param_5)","564"
"reflect.Value.String","00474f90","undefined reflect.Value.String(undefined * param_1\, undefined4 param_2\, uint param_3)","1"
"reflect.Value.stringNonString","00475000","undefined reflect.Value.stringNonString(undefined * param_1\, undefined4 param_2\, uint param_3)","222"
"reflect.Value.typeSlow","004750e0","undefined reflect.Value.typeSlow(undefined * param_1\, undefined4 param_2\, uint param_3)","329"
"reflect.init","00475230","undefined reflect.init(void)","231"
"reflect.methodValueCall","00475320","undefined reflect.methodValueCall(undefined4 param_1\, int param_2\, undefined1 param_3)","76"
"type:.eq.reflect.uncommonType","00475370","undefined type:.eq.reflect.uncommonType(int * param_1\, int * param_2)","79"
"type:.eq.reflect.Method","004753c0","undefined type:.eq.reflect.Method(int * param_1\, int * param_2)","242"
"reflect.(*Kind).String","004754c0","undefined reflect.(*Kind).String(uint * param_1\, undefined4 param_2\, undefined4 param_3)","1"
"reflect.(*ChanDir).String","00475570","undefined reflect.(*ChanDir).String(undefined4 * param_1\, undefined4 param_2\, undefined4 param_3)","1"
"reflect.(*Value).Kind","004755d0","undefined reflect.(*Value).Kind(int param_1\, undefined4 param_2)","1"
"reflect.(*Value).Len","00475620","undefined reflect.(*Value).Len(undefined * * param_1\, undefined4 param_2)","1"
"reflect.(*Value).String","00475690","undefined reflect.(*Value).String(undefined4 * param_1\, undefined4 param_2\, undefined4 param_3)","1"
"reflect.(*funcType).Elem","00475710","undefined reflect.(*funcType).Elem(undefined * param_1\, undefined4 param_2\, undefined4 param_3)","1"
"reflect.(*funcType).Field","00475770","undefined reflect.(*funcType).Field(undefined * param_1\, int param_2)","1"
"reflect.(*funcType).Kind","004757e0","undefined reflect.(*funcType).Kind(undefined4 param_1\, undefined4 param_2)","1"
"reflect.(*funcType).Len","00475820","undefined reflect.(*funcType).Len(undefined4 param_1\, undefined4 param_2)","1"
"reflect.(*funcType).String","00475870","undefined reflect.(*funcType).String(undefined * param_1\, undefined4 param_2\, undefined4 param_3)","1"
"type:.eq.reflect.ValueError","004758d0","undefined type:.eq.reflect.ValueError(int * param_1\, int * param_2)","89"
"type:.eq.reflect.makeFuncCtxt","00475930","undefined type:.eq.reflect.makeFuncCtxt(int * param_1\, int * param_2)","67"
"type:.eq.reflect.methodValue","00475980","undefined type:.eq.reflect.methodValue(int * param_1\, int * param_2)","103"
"internal/fmtsort.(*SortedMap).Len","004759f0","undefined internal/fmtsort.(*SortedMap).Len(undefined4 param_1\, undefined4 param_2)","37"
"internal/fmtsort.(*SortedMap).Less","00475a20","undefined internal/fmtsort.(*SortedMap).Less(int * param_1\, uint param_2\, uint param_3)","140"
"internal/fmtsort.(*SortedMap).Swap","00475ab0","undefined internal/fmtsort.(*SortedMap).Swap(int * param_1\, uint param_2\, uint param_3)","523"
"internal/fmtsort.Sort","00475cc0","undefined internal/fmtsort.Sort(undefined * * param_1\, undefined4 * param_2\, undefined * param_3)","995"
"internal/fmtsort.compare","004760b0","double * internal/fmtsort.compare(double * param_1\, double * param_2\, double * param_3\, double * param_4\, double * param_5\, uint param_6)","3723"
"internal/fmtsort.nilCompare","00476f40","undefined internal/fmtsort.nilCompare(undefined4 param_1\, undefined4 * param_2\, uint param_3\, undefined4 param_4\, undefined4 * param_5\, uint param_6)","593"
"io.init","004771a0","undefined io.init(void)","705"
"internal/oserror.init","00477470","undefined internal/oserror.init(void)","1"
"internal/syscall/windows/sysdll.init","00477610","undefined internal/syscall/windows/sysdll.init(void)","1"
"unicode/utf16.Encode","00477660","undefined unicode/utf16.Encode(int param_1\, uint param_2)","327"
"unicode/utf16.Decode","004777b0","undefined unicode/utf16.Decode(int param_1\, uint param_2)","294"
"syscall.(*DLLError).Error","004778e0","undefined syscall.(*DLLError).Error(void)","1"
